n,theta_decimal,rho_decimal,bin,strand,slip,jump,next_bin,reference_x_numeric,approximate_x_numeric,approximate_bin_numeric,phase_error_numeric,ideal_bin_certified,numeric_bin_agrees
5290,0.6001995130562529977356462,0.4077810091938669116902020,23,2,0,15,38,0.600199513056253,0.6001995130561044,23,1.4854784069484595e-13,true,true
5291,0.9821655243063581495310594,0.3044554479479678317113155,38,2,0,15,14,0.9821655243063582,0.9821655243062095,38,1.4865886299730846e-13,true,true
5292,0.3641315355564633013264725,0.2011298867020687517324289,14,2,0,15,29,0.3641315355564633,0.3641315355563146,14,1.4871437414853972e-13,true,true
5293,0.7460975468065684531218857,0.0978043254561696717535424,29,2,1,14,4,0.7460975468065685,0.7460975468064197,29,1.4876988529977098e-13,true,true
5294,0.1280635580566736049172989,0.9944787642102705917746559,4,1,0,15,19,0.1280635580566736,0.1280635580565248,4,1.4876988529977098e-13,true,true
5295,0.5100295693067787567127120,0.8911532029643715117957693,19,1,0,15,34,0.5100295693067788,0.5100295693066299,19,1.488809076022335e-13,true,true
5296,0.8919955805568839085081252,0.7878276417184724318168828,34,1,0,15,10,0.8919955805568839,0.891995580556735,34,1.488809076022335e-13,true,true
5297,0.2739615918069890603035384,0.6845020804725733518379962,10,1,0,15,25,0.27396159180698904,0.2739615918068401,10,1.4893641875346475e-13,true,true
5298,0.6559276030570942120989515,0.5811765192266742718591097,25,1,0,15,1,0.6559276030570942,0.6559276030569452,25,1.48991929904696e-13,true,true
5299,0.0378936143071993638943647,0.4778509579807751918802232,1,1,0,15,16,0.03789361430719936,0.037893614307050294,1,1.4904744105592727e-13,true,true
5300,0.4198596255573045156897779,0.3745253967348761119013366,16,1,0,15,31,0.4198596255573045,0.41985962555715545,16,1.4904744105592727e-13,true,true
5301,0.8018256368074096674851910,0.2711998354889770319224501,31,1,0,15,7,0.8018256368074097,0.8018256368072606,31,1.4910295220715852e-13,true,true
5302,0.1837916480575148192806042,0.1678742742430779519435635,7,1,0,15,22,0.18379164805751483,0.1837916480573658,7,1.48991929904696e-13,true,true
5303,0.5657576593076199710760174,0.0645487129971788719646770,22,1,1,14,36,0.56575765930762,0.5657576593074709,22,1.4910295220715852e-13,true,true
5304,0.9477236705577251228714305,0.9612231517512797919857905,36,0,0,15,12,0.9477236705577251,0.947723670557576,36,1.4910295220715852e-13,true,true
5305,0.3296896818078302746668437,0.8578975905053807120069039,12,0,0,15,27,0.32968968180783026,0.3296896818076811,12,1.4915846335838978e-13,true,true
5306,0.7116556930579354264622569,0.7545720292594816320280174,27,0,0,15,3,0.7116556930579354,0.7116556930577862,27,1.4921397450962104e-13,true,true
5307,0.0936217043080405782576700,0.6512464680135825520491308,3,0,0,15,18,0.09362170430804058,0.0936217043078913,3,1.492694856608523e-13,true,true
5308,0.4755877155581457300530832,0.5479209067676834720702443,18,0,0,15,33,0.4755877155581457,0.47558771555799645,18,1.492694856608523e-13,true,true
5309,0.8575537268082508818484964,0.4445953455217843920913578,33,0,0,15,9,0.8575537268082509,0.8575537268081016,33,1.4932499681208355e-13,true,true
5310,0.2395197380583560336439095,0.3412697842758853121124712,9,0,0,15,24,0.23951973805835602,0.2395197380582068,9,1.4921397450962104e-13,true,true
5311,0.6214857493084611854393227,0.2379442230299862321335847,24,0,0,15,0,0.6214857493084612,0.6214857493083119,24,1.4932499681208355e-13,true,true
5312,0.0034517605585663372347358,0.1346186617840871521546981,0,0,0,15,15,0.003451760558566337,0.0034517605584170052,0,1.4932499681208355e-13,true,true
5313,0.3854177718086714890301490,0.0312931005381880721758116,15,0,1,14,29,0.3854177718086715,0.38541777180852216,15,1.4932499681208355e-13,true,true
5314,0.7673837830587766408255622,0.9279675392922889921969251,29,2,0,15,5,0.7673837830587766,0.7673837830586273,29,1.4932499681208355e-13,true,true
5315,0.1493497943088817926209753,0.8246419780463899122180385,5,2,0,15,20,0.1493497943088818,0.14934979430873252,5,1.492694856608523e-13,true,true
5316,0.5313158055589869444163885,0.7213164168004908322391520,20,2,0,15,35,0.5313158055589869,0.5313158055588376,20,1.4932499681208355e-13,true,true
5317,0.9132818168090920962118017,0.6179908555545917522602654,35,2,0,15,11,0.9132818168090922,0.9132818168089427,35,1.4943601911454607e-13,true,true
5318,0.2952478280591972480072148,0.5146652943086926722813789,11,2,0,15,26,0.29524782805919725,0.2952478280590478,11,1.4943601911454607e-13,true,true
5319,0.6772138393093023998026280,0.4113397330627935923024924,26,2,0,15,2,0.6772138393093023,0.6772138393091529,26,1.4943601911454607e-13,true,true
5320,0.0591798505594075515980412,0.3080141718168945123236058,2,2,0,15,17,0.059179850559407554,0.05917985055925801,2,1.4954704141700859e-13,true,true
5321,0.4411458618095127033934543,0.2046886105709954323447193,17,2,0,15,32,0.4411458618095127,0.44114586180936316,17,1.4954704141700859e-13,true,true
5322,0.8231118730596178551888675,0.1013630493250963523658327,32,2,1,14,7,0.8231118730596179,0.8231118730594683,32,1.4954704141700859e-13,true,true
5323,0.2050778843097230069842807,0.9980374880791972723869462,7,1,0,15,22,0.205077884309723,0.20507788430957352,7,1.4949153026577733e-13,true,true
5324,0.5870438955598281587796938,0.8947119268332981924080597,22,1,0,15,37,0.5870438955598282,0.5870438955596786,22,1.4954704141700859e-13,true,true
5325,0.9690099068099333105751070,0.7913863655873991124291731,37,1,0,15,13,0.9690099068099333,0.9690099068097837,37,1.4954704141700859e-13,true,true
5326,0.3509759180600384623705202,0.6880608043415000324502866,13,1,0,15,28,0.35097591806003847,0.3509759180598888,13,1.496580637194711e-13,true,true
5327,0.7329419293101436141659333,0.5847352430956009524714000,28,1,0,15,4,0.7329419293101436,0.7329419293099939,28,1.496580637194711e-13,true,true
5328,0.1149079405602487659613465,0.4814096818497018724925135,4,1,0,15,19,0.11490794056024876,0.11490794056009901,4,1.4976908602193362e-13,true,true
5329,0.4968739518103539177567597,0.3780841206038027925136270,19,1,0,15,34,0.49687395181035393,0.49687395181020416,19,1.4976908602193362e-13,true,true
5330,0.8788399630604590695521728,0.2747585593579037125347404,34,1,0,15,10,0.8788399630604591,0.8788399630603093,34,1.4976908602193362e-13,true,true
5331,0.2608059743105642213475860,0.1714329981120046325558539,10,1,0,15,25,0.26080597431056424,0.2608059743104145,10,1.4971357487070236e-13,true,true
5332,0.6427719855606693731429992,0.0681074368661055525769673,25,1,1,14,0,0.6427719855606694,0.6427719855605196,25,1.4976908602193362e-13,true,true
5333,0.0247379968107745249384123,0.9647818756202064725980808,0,0,0,15,15,0.024737996810774526,0.02473799681062472,0,1.4982459717316488e-13,true,true
5334,0.4067040080608796767338255,0.8614563143743073926191943,15,0,0,15,30,0.4067040080608797,0.40670400806072987,15,1.4982459717316488e-13,true,true
5335,0.7886700193109848285292387,0.7581307531284083126403077,30,0,0,15,6,0.7886700193109848,0.788670019310835,30,1.4976908602193362e-13,true,true
5336,0.1706360305610899803246518,0.6548051918825092326614212,6,0,0,15,21,0.17063603056108997,0.17063603056094023,6,1.4976908602193362e-13,true,true
5337,0.5526020418111951321200650,0.5514796306366101526825346,21,0,0,15,36,0.5526020418111951,0.5526020418110453,21,1.4976908602193362e-13,true,true
5338,0.9345680530613002839154782,0.4481540693907110727036481,36,0,0,15,12,0.9345680530613003,0.9345680530611504,36,1.4988010832439613e-13,true,true
5339,0.3165340643114054357108913,0.3448285081448119927247616,12,0,0,15,27,0.31653406431140546,0.3165340643112555,12,1.499356194756274e-13,true,true
5340,0.6985000755615105875063045,0.2415029468989129127458750,27,0,0,15,3,0.6985000755615106,0.6985000755613606,27,1.4999113062685865e-13,true,true
5341,0.0804660868116157393017177,0.1381773856530138327669885,3,0,0,15,18,0.08046608681161574,0.08046608681146572,3,1.4999113062685865e-13,true,true
5342,0.4624320980617208910971308,0.0348518244071147527881019,18,0,1,14,32,0.46243209806172086,0.4624320980615709,18,1.4999113062685865e-13,true,true
5343,0.8443981093118260428925440,0.9315262631612156728092154,32,2,0,15,8,0.844398109311826,0.844398109311676,32,1.4999113062685865e-13,true,true
5344,0.2263641205619311946879572,0.8282007019153165928303289,8,2,0,15,23,0.2263641205619312,0.22636412056178123,8,1.4999113062685865e-13,true,true
5345,0.6083301318120363464833703,0.7248751406694175128514423,23,2,0,15,38,0.6083301318120363,0.6083301318118863,23,1.4999113062685865e-13,true,true
5346,0.9902961430621414982787835,0.6215495794235184328725558,38,2,0,15,14,0.9902961430621415,0.9902961430619914,38,1.5010215292932116e-13,true,true
5347,0.3722621543122466500741966,0.5182240181776193528936692,14,2,0,15,29,0.37226215431224663,0.3722621543120965,14,1.5010215292932116e-13,true,true
5348,0.7542281655623518018696098,0.4148984569317202729147827,29,2,0,15,5,0.7542281655623518,0.7542281655622016,29,1.5021317523178368e-13,true,true
5349,0.1361941768124569536650230,0.3115728956858211929358961,5,2,0,15,20,0.13619417681245696,0.13619417681230672,5,1.5021317523178368e-13,true,true
5350,0.5181601880625621054604361,0.2082473344399221129570096,20,2,0,15,35,0.5181601880625621,0.5181601880624118,20,1.503241975342462e-13,true,true
5351,0.9001261993126672572558493,0.1049217731940230329781231,35,2,0,15,11,0.9001261993126672,0.9001261993125169,35,1.503241975342462e-13,true,true
5352,0.2820922105627724090512625,0.0015962119481239529992365,11,2,1,14,25,0.2820922105627724,0.282092210562622,11,1.5037970868547745e-13,true,true
5353,0.6640582218128775608466756,0.8982706507022248730203500,25,1,0,15,1,0.6640582218128775,0.6640582218127271,25,1.504352198367087e-13,true,true
5354,0.0460242330629827126420888,0.7949450894563257930414634,1,1,0,15,16,0.046024233062982714,0.04602423306283221,1,1.5049073098793997e-13,true,true
5355,0.4279902443130878644375020,0.6916195282104267130625769,16,1,0,15,31,0.42799024431308785,0.42799024431293736,16,1.5049073098793997e-13,true,true
5356,0.8099562555631930162329151,0.5882939669645276330836904,31,1,0,15,7,0.8099562555631931,0.8099562555630425,31,1.5054624213917123e-13,true,true
5357,0.1919222668132981680283283,0.4849684057186285531048038,7,1,0,15,22,0.19192226681329816,0.19192226681314772,7,1.504352198367087e-13,true,true
5358,0.5738882780634033198237415,0.3816428444727294731259173,22,1,0,15,37,0.5738882780634034,0.5738882780632528,22,1.5054624213917123e-13,true,true
5359,0.9558542893135084716191546,0.2783172832268303931470307,37,1,0,15,13,0.9558542893135085,0.9558542893133579,37,1.5054624213917123e-13,true,true
5360,0.3378203005636136234145678,0.1749917219809313131681442,13,1,0,15,28,0.3378203005636136,0.337820300563463,13,1.5060175329040248e-13,true,true
5361,0.7197863118137187752099810,0.0716661607350322331892577,28,1,1,14,3,0.7197863118137188,0.7197863118135681,28,1.5065726444163374e-13,true,true
5362,0.1017523230638239270053941,0.9683405994891331532103711,3,0,0,15,18,0.10175232306382392,0.10175232306367321,3,1.50712775592865e-13,true,true
5363,0.4837183343139290788008073,0.8650150382432340732314846,18,0,0,15,33,0.4837183343139291,0.48371833431377836,18,1.50712775592865e-13,true,true
5364,0.8656843455640342305962205,0.7616894769973349932525980,33,0,0,15,9,0.8656843455640343,0.8656843455638835,33,1.5076828674409626e-13,true,true
5365,0.2476503568141393823916336,0.6583639157514359132737115,9,0,0,15,24,0.24765035681413938,0.24765035681398873,9,1.5065726444163374e-13,true,true
5366,0.6296163680642445341870468,0.5550383545055368332948250,24,0,0,15,0,0.6296163680642445,0.6296163680640938,24,1.5065726444163374e-13,true,true
5367,0.0115823793143496859824600,0.4517127932596377533159384,0,0,0,15,15,0.011582379314349685,0.01158237931419892,0,1.5076828674409626e-13,true,true
5368,0.3935483905644548377778731,0.3483872320137386733370519,15,0,0,15,30,0.39354839056445484,0.3935483905643041,15,1.5076828674409626e-13,true,true
5369,0.7755144018145599895732863,0.2450616707678395933581653,30,0,0,15,6,0.77551440181456,0.7755144018144092,30,1.5076828674409626e-13,true,true
5370,0.1574804130646651413686995,0.1417361095219405133792788,6,0,0,15,21,0.15748041306466515,0.15748041306451444,6,1.50712775592865e-13,true,true
5371,0.5394464243147702931641126,0.0384105482760414334003923,21,0,1,14,35,0.5394464243147703,0.5394464243146195,21,1.5076828674409626e-13,true,true
5372,0.9214124355648754449595258,0.9350849870301423534215057,35,2,0,15,11,0.9214124355648754,0.9214124355647246,35,1.5076828674409626e-13,true,true
5373,0.3033784468149805967549390,0.8317594257842432734426192,11,2,0,15,26,0.3033784468149806,0.3033784468148297,11,1.5087930904655877e-13,true,true
5374,0.6853444580650857485503521,0.7284338645383441934637326,26,2,0,15,2,0.6853444580650857,0.6853444580649348,26,1.5087930904655877e-13,true,true
5375,0.0673104693151909003457653,0.6251083032924451134848461,2,2,0,15,17,0.0673104693151909,0.06731046931503992,2,1.509903313490213e-13,true,true
5376,0.4492764805652960521411785,0.5217827420465460335059596,17,2,0,15,32,0.44927648056529607,0.4492764805651451,17,1.509903313490213e-13,true,true
5377,0.8312424918154012039365916,0.4184571808006469535270730,32,2,0,15,8,0.8312424918154012,0.8312424918152502,32,1.509903313490213e-13,true,true
5378,0.2132085030655063557320048,0.3151316195547478735481865,8,2,0,15,23,0.21320850306550634,0.21320850306535544,8,1.5087930904655877e-13,true,true
5379,0.5951745143156115075274179,0.2118060583088487935692999,23,2,0,15,38,0.5951745143156115,0.5951745143154605,23,1.509903313490213e-13,true,true
5380,0.9771405255657166593228311,0.1084804970629497135904134,38,2,0,15,14,0.9771405255657166,0.9771405255655656,38,1.509903313490213e-13,true,true
5381,0.3591065368158218111182443,0.0051549358170506336115269,14,2,1,14,28,0.35910653681582183,0.35910653681567073,14,1.511013536514838e-13,true,true
5382,0.7410725480659269629136574,0.9018293745711515536326403,28,1,0,15,4,0.7410725480659269,0.7410725480657758,28,1.511013536514838e-13,true,true
5383,0.1230385593160321147090706,0.7985038133252524736537538,4,1,0,15,19,0.12303855931603211,0.12303855931588092,4,1.5121237595394632e-13,true,true
5384,0.5050045705661372665044838,0.6951782520793533936748672,19,1,0,15,34,0.5050045705661372,0.505004570565986,19,1.5121237595394632e-13,true,true
5385,0.8869705818162424182998969,0.5918526908334543136959807,34,1,0,15,10,0.8869705818162424,0.8869705818160911,34,1.5132339825640884e-13,true,true
5386,0.2689365930663475700953101,0.4885271295875552337170942,10,1,0,15,25,0.2689365930663476,0.2689365930661962,10,1.513789094076401e-13,true,true
5387,0.6509026043164527218907233,0.3852015683416561537382076,25,1,0,15,1,0.6509026043164527,0.6509026043163013,25,1.5143442055887135e-13,true,true
5388,0.0328686155665578736861364,0.2818760070957570737593211,1,1,0,15,16,0.032868615566557874,0.03286861556640641,1,1.5143442055887135e-13,true,true
5389,0.4148346268166630254815496,0.1785504458498579937804345,16,1,0,15,31,0.414834626816663,0.41483462681651156,16,1.5143442055887135e-13,true,true
5390,0.7968006380667681772769628,0.0752248846039589138015480,31,1,1,14,6,0.7968006380667682,0.7968006380666167,31,1.5143442055887135e-13,true,true
5391,0.1787666493168733290723759,0.9718993233580598338226615,6,0,0,15,21,0.17876664931687333,0.17876664931672193,6,1.5143442055887135e-13,true,true
5392,0.5607326605669784808677891,0.8685737621121607538437749,21,0,0,15,36,0.5607326605669785,0.560732660566827,21,1.5143442055887135e-13,true,true
5393,0.9426986718170836326632023,0.7652482008662616738648884,36,0,0,15,12,0.9426986718170837,0.9426986718169321,36,1.5154544286133387e-13,true,true
5394,0.3246646830671887844586154,0.6619226396203625938860018,12,0,0,15,27,0.32466468306718876,0.3246646830670372,12,1.5154544286133387e-13,true,true
5395,0.7066306943172939362540286,0.5585970783744635139071153,27,0,0,15,3,0.706630694317294,0.7066306943171423,27,1.5165646516379638e-13,true,true
5396,0.0885967055673990880494418,0.4552715171285644339282288,3,0,0,15,18,0.08859670556739908,0.08859670556724741,3,1.5165646516379638e-13,true,true
5397,0.4705627168175042398448549,0.3519459558826653539493422,18,0,0,15,33,0.4705627168175042,0.47056271681735257,18,1.5165646516379638e-13,true,true
5398,0.8525287280676093916402681,0.2486203946367662739704557,33,0,0,15,9,0.8525287280676094,0.8525287280674577,33,1.5165646516379638e-13,true,true
5399,0.2344947393177145434356813,0.1452948333908671939915691,9,0,0,15,24,0.23449473931771456,0.23449473931756293,9,1.5165646516379638e-13,true,true
5400,0.6164607505678196952310944,0.0419692721449681140126826,24,0,1,14,38,0.6164607505678197,0.616460750567668,24,1.5165646516379638e-13,true,true
5401,0.9984267618179248470265076,0.9386437108990690340337961,38,2,0,15,14,0.9984267618179249,0.9984267618177731,38,1.517674874662589e-13,true,true
5402,0.3803927730680299988219208,0.8353181496531699540549095,14,2,0,15,29,0.38039277306803,0.3803927730678782,14,1.517674874662589e-13,true,true
5403,0.7623587843181351506173339,0.7319925884072708740760230,29,2,0,15,5,0.7623587843181352,0.7623587843179833,29,1.5187850976872141e-13,true,true
5404,0.1443247955682403024127471,0.6286670271613717940971364,5,2,0,15,20,0.1443247955682403,0.14432479556808842,5,1.5187850976872141e-13,true,true
5405,0.5262908068183454542081603,0.5253414659154727141182499,20,2,0,15,35,0.5262908068183455,0.5262908068181935,20,1.5198953207118393e-13,true,true
5406,0.9082568180684506060035734,0.4220159046695736341393634,35,2,0,15,11,0.9082568180684506,0.9082568180682986,35,1.5198953207118393e-13,true,true
5407,0.2902228293185557577989866,0.3186903434236745541604768,11,2,0,15,26,0.29022282931855575,0.2902228293184037,11,1.520450432224152e-13,true,true
5408,0.6721888405686609095943998,0.2153647821777754741815903,26,2,0,15,2,0.6721888405686609,0.6721888405685088,26,1.5210055437364645e-13,true,true
5409,0.0541548518187660613898129,0.1120392209318763942027037,2,2,0,15,17,0.05415485181876606,0.0541548518186139,2,1.521560655248777e-13,true,true
5410,0.4361208630688712131852261,0.0087136596859773142238172,17,2,1,14,31,0.4361208630688712,0.43612086306871906,17,1.521560655248777e-13,true,true
5411,0.8180868743189763649806392,0.9053880984400782342449307,31,1,0,15,7,0.8180868743189764,0.8180868743188242,31,1.5221157667610896e-13,true,true
5412,0.2000528855690815167760524,0.8020625371941791542660441,7,1,0,15,22,0.20005288556908152,0.20005288556892942,7,1.5210055437364645e-13,true,true
5413,0.5820188968191866685714656,0.6987369759482800742871576,22,1,0,15,37,0.5820188968191866,0.5820188968190345,22,1.5210055437364645e-13,true,true
5414,0.9639849080692918203668787,0.5954114147023809943082710,37,1,0,15,13,0.9639849080692918,0.9639849080691396,37,1.5221157667610896e-13,true,true
5415,0.3459509193193969721622919,0.4920858534564819143293845,13,1,0,15,28,0.345950919319397,0.3459509193192447,13,1.5226708782734022e-13,true,true
5416,0.7279169305695021239577051,0.3887602922105828343504980,28,1,0,15,4,0.7279169305695021,0.7279169305693498,28,1.5232259897857148e-13,true,true
5417,0.1098829418196072757531182,0.2854347309646837543716114,4,1,0,15,19,0.10988294181960728,0.1098829418194549,4,1.5237811012980274e-13,true,true
5418,0.4918489530697124275485314,0.1821091697187846743927249,19,1,0,15,34,0.49184895306971244,0.49184895306956006,19,1.5237811012980274e-13,true,true
5419,0.8738149643198175793439446,0.0787836084728855944138383,34,1,1,14,9,0.8738149643198175,0.8738149643196652,34,1.5232259897857148e-13,true,true
5420,0.2557809755699227311393577,0.9754580472269865144349518,9,0,0,15,24,0.25578097556992274,0.2557809755697704,9,1.5232259897857148e-13,true,true
5421,0.6377469868200278829347709,0.8721324859810874344560653,24,0,0,15,0,0.6377469868200278,0.6377469868198755,24,1.5232259897857148e-13,true,true
5422,0.0197129980701330347301841,0.7688069247351883544771787,0,0,0,15,15,0.019712998070133034,0.019712998069980614,0,1.52433621281034e-13,true,true
5423,0.4016790093202381865255972,0.6654813634892892744982922,15,0,0,15,30,0.4016790093202382,0.40167900932008577,15,1.52433621281034e-13,true,true
5424,0.7836450205703433383210104,0.5621558022433901945194056,30,0,0,15,6,0.7836450205703434,0.7836450205701909,30,1.52433621281034e-13,true,true
5425,0.1656110318204484901164236,0.4588302409974911145405191,6,0,0,15,21,0.16561103182044848,0.16561103182029613,6,1.5232259897857148e-13,true,true
5426,0.5475770430705536419118367,0.3555046797515920345616325,21,0,0,15,36,0.5475770430705537,0.5475770430704012,21,1.52433621281034e-13,true,true
5427,0.9295430543206587937072499,0.2521791185056929545827460,36,0,0,15,12,0.9295430543206588,0.9295430543205063,36,1.52433621281034e-13,true,true
5428,0.3115090655707639455026631,0.1488535572597938746038595,12,0,0,15,27,0.31150906557076397,0.3115090655706114,12,1.525446435834965e-13,true,true
5429,0.6934750768208690972980762,0.0455279960138947946249729,27,0,1,14,2,0.6934750768208691,0.6934750768207165,27,1.525446435834965e-13,true,true
5430,0.0754410880709742490934894,0.9422024347679957146460864,2,2,0,15,17,0.07544108807097424,0.07544108807082162,2,1.5265566588595902e-13,true,true
5431,0.4574070993210794008889026,0.8388768735220966346671998,17,2,0,15,32,0.4574070993210794,0.45740709932092677,17,1.5265566588595902e-13,true,true
5432,0.8393731105711845526843157,0.7355513122761975546883133,32,2,0,15,8,0.8393731105711846,0.8393731105710319,32,1.5265566588595902e-13,true,true
5433,0.2213391218212897044797289,0.6322257510302984747094268,8,2,0,15,23,0.2213391218212897,0.22133912182113713,8,1.525446435834965e-13,true,true
5434,0.6033051330713948562751421,0.5289001897843993947305402,23,2,0,15,38,0.6033051330713949,0.6033051330712422,23,1.5265566588595902e-13,true,true
5435,0.9852711443215000080705552,0.4255746285385003147516537,38,2,0,15,14,0.9852711443215,0.9852711443213473,38,1.5265566588595902e-13,true,true
5436,0.3672371555716051598659684,0.3222490672926012347727671,14,2,0,15,29,0.36723715557160513,0.3672371555714524,14,1.5271117703719028e-13,true,true
5437,0.7492031668217103116613816,0.2189235060467021547938806,29,2,0,15,5,0.7492031668217103,0.7492031668215575,29,1.5276668818842154e-13,true,true
5438,0.1311691780718154634567947,0.1155979448008030748149941,5,2,0,15,20,0.13116917807181547,0.13116917807166262,5,1.5287771049088406e-13,true,true
5439,0.5131351893219206152522079,0.0122723835549039948361075,20,2,1,14,34,0.5131351893219206,0.5131351893217677,20,1.5287771049088406e-13,true,true
5440,0.8951012005720257670476211,0.9089468223090049148572210,34,1,0,15,10,0.8951012005720258,0.8951012005718728,34,1.5298873279334657e-13,true,true
5441,0.2770672118221309188430342,0.8056212610631058348783344,10,1,0,15,25,0.2770672118221309,0.2770672118219779,10,1.5298873279334657e-13,true,true
5442,0.6590332230722360706384474,0.7022956998172067548994479,25,1,0,15,1,0.6590332230722361,0.659033223072083,25,1.5309975509580909e-13,true,true
5443,0.0409992343223412224338605,0.5989701385713076749205614,1,1,0,15,16,0.040999234322341226,0.040999234322188105,1,1.5309975509580909e-13,true,true
5444,0.4229652455724463742292737,0.4956445773254085949416748,16,1,0,15,31,0.42296524557244636,0.42296524557229326,16,1.5309975509580909e-13,true,true
5445,0.8049312568225515260246869,0.3923190160795095149627883,31,1,0,15,7,0.8049312568225515,0.8049312568223984,31,1.5309975509580909e-13,true,true
5446,0.1868972680726566778201000,0.2889934548336104349839017,7,1,0,15,22,0.1868972680726567,0.18689726807250362,7,1.5309975509580909e-13,true,true
5447,0.5688632793227618296155132,0.1856678935877113550050152,22,1,0,15,37,0.5688632793227618,0.5688632793226087,22,1.5309975509580909e-13,true,true
5448,0.9508292905728669814109264,0.0823423323418122750261287,37,1,1,14,12,0.950829290572867,0.9508292905727138,37,1.532107773982716e-13,true,true
5449,0.3327953018229721332063395,0.9790167710959131950472421,12,0,0,15,27,0.3327953018229721,0.3327953018228189,12,1.532107773982716e-13,true,true
5450,0.7147613130730772850017527,0.8756912098500141150683556,27,0,0,15,3,0.7147613130730773,0.714761313072924,27,1.5332179970073412e-13,true,true
5451,0.0967273243231824367971659,0.7723656486041150350894690,3,0,0,15,18,0.09672732432318244,0.0967273243230291,3,1.5332179970073412e-13,true,true
5452,0.4786933355732875885925790,0.6690400873582159551105825,18,0,0,15,33,0.4786933355732876,0.47869333557313426,18,1.5332179970073412e-13,true,true
5453,0.8606593468233927403879922,0.5657145261123168751316960,33,0,0,15,9,0.8606593468233927,0.8606593468232394,33,1.5332179970073412e-13,true,true
5454,0.2426253580734978921834054,0.4623889648664177951528094,9,0,0,15,24,0.2426253580734979,0.24262535807334462,9,1.5326628854950286e-13,true,true
5455,0.6245913693236030439788185,0.3590634036205187151739229,24,0,0,15,0,0.624591369323603,0.6245913693234497,24,1.5332179970073412e-13,true,true
5456,0.0065573805737081957742317,0.2557378423746196351950363,0,0,0,15,15,0.006557380573708196,0.006557380573554816,0,1.5337731085196538e-13,true,true
5457,0.3885233918238133475696449,0.1524122811287205552161498,15,0,0,15,30,0.38852339182381335,0.38852339182365997,15,1.5337731085196538e-13,true,true
5458,0.7704894030739184993650580,0.0490867198828214752372633,30,0,1,14,5,0.7704894030739184,0.7704894030737651,30,1.5332179970073412e-13,true,true
5459,0.1524554143240236511604712,0.9457611586369223952583767,5,2,0,15,20,0.15245541432402365,0.15245541432387033,5,1.5332179970073412e-13,true,true
5460,0.5344214255741288029558844,0.8424355973910233152794902,20,2,0,15,35,0.5344214255741288,0.5344214255739754,20,1.5332179970073412e-13,true,true
5461,0.9163874368242339547512975,0.7391100361451242353006036,35,2,0,15,11,0.916387436824234,0.9163874368240805,35,1.5343282200319663e-13,true,true
5462,0.2983534480743391065467107,0.6357844748992251553217171,11,2,0,15,26,0.2983534480743391,0.2983534480741856,11,1.534883331544279e-13,true,true
5463,0.6803194593244442583421239,0.5324589136533260753428306,26,2,0,15,2,0.6803194593244443,0.6803194593242907,26,1.5354384430565915e-13,true,true
5464,0.0622854705745494101375370,0.4291333524074269953639440,2,2,0,15,17,0.06228547057454941,0.06228547057439582,2,1.535993554568904e-13,true,true
5465,0.4442514818246545619329502,0.3258077911615279153850575,17,2,0,15,32,0.44425148182465457,0.44425148182450097,17,1.535993554568904e-13,true,true
5466,0.8262174930747597137283634,0.2224822299156288354061709,32,2,0,15,8,0.8262174930747597,0.8262174930746061,32,1.5354384430565915e-13,true,true
5467,0.2081835043248648655237765,0.1191566686697297554272844,8,2,0,15,23,0.20818350432486488,0.20818350432471133,8,1.5354384430565915e-13,true,true
5468,0.5901495155749700173191897,0.0158311074238306754483979,23,2,1,14,37,0.59014951557497,0.5901495155748164,23,1.5354384430565915e-13,true,true
5469,0.9721155268250751691146029,0.9125055461779315954695113,37,1,0,15,13,0.9721155268250752,0.9721155268249215,37,1.5365486660812167e-13,true,true
5470,0.3540815380751803209100160,0.8091799849320325154906248,13,1,0,15,28,0.35408153807518034,0.3540815380750266,13,1.5371037775935292e-13,true,true
5471,0.7360475493252854727054292,0.7058544236861334355117382,28,1,0,15,4,0.7360475493252855,0.7360475493251317,28,1.5376588891058418e-13,true,true
5472,0.1180135605753906245008424,0.6025288624402343555328517,4,1,0,15,19,0.11801356057539063,0.11801356057523682,4,1.5382140006181544e-13,true,true
5473,0.4999795718254957762962555,0.4992033011943352755539652,19,1,0,15,34,0.4999795718254958,0.499979571825342,19,1.5382140006181544e-13,true,true
5474,0.8819455830756009280916687,0.3958777399484361955750786,34,1,0,15,10,0.8819455830756009,0.8819455830754471,34,1.5376588891058418e-13,true,true
5475,0.2639115943257060798870818,0.2925521787025371155961921,10,1,0,15,25,0.2639115943257061,0.26391159432555233,10,1.5376588891058418e-13,true,true
5476,0.6458776055758112316824950,0.1892266174566380356173055,25,1,0,15,1,0.6458776055758112,0.6458776055756574,25,1.5376588891058418e-13,true,true
5477,0.0278436168259163834779082,0.0859010562107389556384190,1,1,1,14,15,0.027843616825916382,0.02784361682576253,1,1.538769112130467e-13,true,true
5478,0.4098096280760215352733213,0.9825754949648398756595325,15,0,0,15,30,0.40980962807602156,0.4098096280758677,15,1.538769112130467e-13,true,true
5479,0.7917756393261266870687345,0.8792499337189407956806459,30,0,0,15,6,0.7917756393261267,0.7917756393259728,30,1.538769112130467e-13,true,true
5480,0.1737416505762318388641477,0.7759243724730417157017594,6,0,0,15,21,0.17374165057623184,0.17374165057607804,6,1.5376588891058418e-13,true,true
